subject,task,session,file,condition,component,tmin,tmax,roi,mean_amp_uV
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-5.297305998220819
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-5.312567826297459
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-5.482419098223561
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-8.350436168862396
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-3.857537442643945
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-4.621819981625628
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-5.123793464451288
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-4.842410465157311
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-4.515312182434188
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-4.755464303045336
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-4.49415973429934
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-5.239878634812051
sub26,task1,4,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-4.798754987441148
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-10.108118963904097
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-9.210192002474662
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-10.020586745433278
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-9.91463621948604
